2020-05-30 14:16:23;0
2020-05-30 14:16:28;0
2020-05-30 14:16:33;0
2020-05-30 14:16:39;0
2020-05-30 14:16:44;0
2020-05-30 14:16:49;0
2020-05-30 14:16:54;0
2020-05-30 14:16:59;0
2020-05-30 14:17:05;0
2020-05-30 14:17:10;0
2020-05-30 14:17:15;0
2020-05-30 14:17:20;0
2020-05-30 14:17:25;0
2020-05-30 14:17:30;0
2020-05-30 14:17:36;0
2020-05-30 14:17:41;0
2020-05-30 14:17:46;0
2020-05-30 14:17:53;1
2020-05-30 14:18:01;1
2020-05-30 14:18:06;0
2020-05-30 14:18:11;0
2020-05-30 14:18:16;0
2020-05-30 14:18:21;0
2020-05-30 14:18:27;0
2020-05-30 14:18:34;1
2020-05-30 14:18:44;1
2020-05-30 14:18:50;1
2020-05-30 14:18:55;0
2020-05-30 14:19:00;0
2020-05-30 14:19:05;0
2020-05-30 14:19:11;0
2020-05-30 14:19:16;0
2020-05-30 14:19:21;0
2020-05-30 14:19:26;0
2020-05-30 14:19:31;0
2020-05-30 14:19:36;0
2020-05-31 11:21:17;0
2020-05-31 11:21:22;0
2020-05-31 11:21:27;0
2020-05-31 11:21:32;0
2020-05-31 11:21:37;0
2020-05-31 11:21:43;0
2020-05-31 11:21:48;0
2020-05-31 11:21:54;1
2020-05-31 11:22:00;1
2020-05-31 11:22:05;0
2020-05-31 11:22:11;0
2020-05-31 11:22:16;0
2020-05-31 11:22:21;0
2020-05-31 11:22:26;0
2020-05-31 11:22:31;0
2020-05-31 11:22:36;0
2020-05-31 11:22:41;0
2020-05-31 11:22:47;0
2020-05-31 11:22:52;0
2020-05-31 11:22:57;0
2020-05-31 11:23:02;0
2020-05-31 11:23:07;0
2020-05-31 11:23:12;0
2020-05-31 11:23:18;0
2020-05-31 11:23:23;0
2020-05-31 11:23:28;0
2020-05-31 11:23:33;0
2020-05-31 11:23:38;0
2020-05-31 11:23:43;0
2020-05-31 11:23:48;0
2020-05-31 11:23:54;0
2020-05-31 11:23:59;0
2020-05-31 11:24:04;0
2020-05-31 11:24:09;0
2020-05-31 11:24:14;0
2020-05-31 11:24:19;0
2020-05-31 11:24:25;0
2020-05-31 11:24:30;0
2020-05-31 11:24:35;0
2020-05-31 11:24:40;0
2020-05-31 11:24:45;0
2020-05-31 11:24:50;0
2020-05-31 11:24:56;0
2020-05-31 11:25:01;0
2020-05-31 11:25:06;0
2020-05-31 11:25:11;0
2020-05-31 11:25:16;0
2020-05-31 11:25:21;0
2020-05-31 11:25:26;0
2020-05-31 11:25:32;0
2020-05-31 11:25:37;0
2020-05-31 11:25:42;0
2020-05-31 11:25:47;0
2020-05-31 11:25:52;0
2020-05-31 11:25:57;0
2020-05-31 11:26:03;0
2020-05-31 11:26:08;0
2020-05-31 11:26:13;0
2020-05-31 11:26:18;0
2020-05-31 11:26:23;0
2020-05-31 11:26:28;0
